"element","fixture","opponent_team","total_points","was_home","kickoff_time","team_h_score","team_a_score","round","modified","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","value","transfers_balance","selected","transfers_in","transfers_out"
428,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3189,0,0
429,7,20,0,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,5452,0,0
430,7,20,13,FALSE,"2025-08-16T16:30:00Z",0,4,1,FALSE,72,2,0,1,0,0,0,0,0,0,0,3,49,"58.0","0.3","71.0","12.9",0,1,1,2,1,"2.01","0.00","2.01","0.29",140,0,2283987,0,0
119,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,13,"10.6","21.4","49.0","8.1",1,5,0,6,1,"0.43","0.09","0.52","1.05",80,0,1322663,0,0
431,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,11,"13.4","0.0","0.0","1.3",1,10,0,0,1,"0.00","0.00","0.00","1.05",50,0,31564,0,0
432,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,17015,0,0
433,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,445,0,0
434,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,30304,0,0
435,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,10308,0,0
436,9,1,4,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,16,"33.6","15.9","26.0","7.6",8,4,2,10,1,"0.20","0.06","0.26","1.05",50,0,134688,0,0
437,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,19351,0,0
438,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,32058,0,0
439,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6995,0,0
440,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,54,0,0,0,1,0,0,0,0,0,0,0,2,"6.8","11.1","2.0","2.0",3,2,1,4,1,"0.00","0.01","0.01","0.80",45,0,221219,0,0
441,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,4,"9.0","2.8","8.0","2.0",1,2,4,5,1,"0.05","0.02","0.07","1.05",45,0,632629,0,0
442,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,10,0,0,0,0,0,0,0,0,0,0,0,2,"5.2","0.5","0.0","0.6",3,0,0,3,0,"0.00","0.00","0.00","0.13",45,0,64486,0,0
443,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,79,0,0,0,1,0,0,0,0,0,0,0,7,"10.6","12.5","0.0","2.3",0,5,3,3,1,"0.00","0.02","0.02","0.92",45,0,18807,0,0
444,9,1,4,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,15,"20.2","2.7","0.0","2.3",10,4,2,12,1,"0.00","0.01","0.01","1.05",45,0,133992,0,0
445,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,16284,0,0
446,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,9718,0,0
447,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,156737,0,0
448,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,29102,0,0
449,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,19,"25.0","59.3","9.0","9.3",2,6,3,11,1,"0.15","0.30","0.45","1.05",90,0,2117501,0,0
450,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,16,"17.8","13.3","50.0","8.1",0,2,1,3,1,"0.40","0.05","0.45","1.05",80,0,740619,0,0
451,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",70,0,4039,0,0
452,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,35,0,0,0,0,0,0,0,0,0,0,0,12,"13.4","12.3","19.0","4.5",0,1,3,4,0,"0.03","0.04","0.07","0.25",65,0,290466,0,0
453,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,18209,0,0
454,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",60,0,10103,0,0
455,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,64,0,0,0,1,0,0,0,0,0,0,0,9,"7.0","22.0","18.0","4.7",0,2,1,3,1,"0.14","0.03","0.17","0.92",60,0,23000,0,0
456,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",60,0,10745,0,0
457,9,1,2,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,64,0,0,0,1,0,0,0,0,0,0,0,17,"9.2","11.6","0.0","2.1",0,2,3,5,1,"0.00","0.02","0.02","0.92",55,0,16521,0,0
458,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,69362,0,0
459,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,25,0,0,0,0,0,0,0,0,0,0,0,0,"0.6","11.4","1.0","1.3",1,1,0,2,0,"0.04","0.01","0.05","0.13",50,0,16335,0,0
460,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,11142,0,0
461,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,3389,0,0
462,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,3449,0,0
463,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6854,0,0
464,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,2629,0,0
465,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",65,0,59759,0,0
466,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",60,0,35612,0,0
467,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,227817,0,0
468,9,1,0,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,12678,0,0
681,9,1,1,TRUE,"2025-08-17T15:30:00Z",0,1,1,FALSE,25,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","20.5","12.0","3.2",0,1,0,1,0,"0.14","0.06","0.20","0.13",75,0,780071,0,0
469,2,2,9,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,3,2,32,"27.0","0.0","0.0","2.7",1,16,0,0,1,"0.00","0.00","0.00","0.20",50,0,320357,0,0
471,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,13228,0,0
472,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,4189,0,0
473,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,198399,0,0
474,2,2,8,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"13.8","1.9","4.0","2.0",10,5,1,11,1,"0.04","0.03","0.07","0.20",55,0,238259,0,0
475,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,46324,0,0
476,2,2,9,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,1,30,"18.6","1.2","2.0","2.2",10,5,1,11,1,"0.00","0.01","0.01","0.20",50,0,329806,0,0
477,2,2,9,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,3,33,"18.0","25.4","4.0","4.7",3,5,2,5,1,"0.00","0.03","0.03","0.20",50,0,340715,0,0
478,2,2,6,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,26,"9.8","22.5","0.0","3.2",4,4,0,4,1,"0.00","0.06","0.06","0.20",50,0,179895,0,0
479,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4646,0,0
480,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,8009,0,0
481,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,77262,0,0
482,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,12407,0,0
483,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,11196,0,0
484,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,49800,0,0
485,2,2,3,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,4,"5.4","13.0","41.0","5.9",0,4,0,4,1,"0.55","0.03","0.58","0.20",75,0,151396,0,0
486,2,2,3,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,77,0,0,1,0,0,0,0,0,0,0,0,10,"8.6","29.8","27.0","6.5",0,3,0,3,1,"0.57","0.06","0.63","0.17",70,0,813368,0,0
487,2,2,3,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,89,0,0,1,0,0,0,0,0,0,0,0,15,"12.8","56.8","25.0","9.5",1,3,0,4,1,"0.23","0.33","0.56","0.20",65,0,56401,0,0
488,2,2,3,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,11,"7.6","22.6","2.0","3.2",1,5,2,8,1,"0.00","0.10","0.10","0.20",65,0,163281,0,0
489,2,2,1,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,12,0,0,0,0,0,0,0,0,0,0,0,3,"0.6","1.3","4.0","0.6",0,2,0,2,0,"0.00","0.01","0.01","0.03",65,0,245271,0,0
490,2,2,2,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,82,0,0,1,0,0,0,0,1,0,0,0,7,"4.4","4.2","6.0","1.5",2,5,2,9,1,"0.00","0.02","0.02","0.17",60,0,45377,0,0
491,2,2,3,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,20,"13.8","29.2","0.0","4.3",2,5,2,9,1,"0.00","0.18","0.18","0.20",55,0,186533,0,0
492,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,3383,0,0
494,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,4036,0,0
495,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,2361,0,0
496,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6578,0,0
497,2,2,1,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,7,0,0,0,0,0,0,0,0,0,0,0,4,"2.6","11.0","2.0","1.6",0,1,0,1,0,"0.00","0.01","0.01","0.03",45,0,260133,0,0
498,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,1755,0,0
499,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",105,0,844225,0,0
500,2,2,1,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,1,0,0,0,0,0,0,0,0,0,0,0,3,"0.0","0.3","7.0","0.7",0,0,0,0,0,"0.03","0.02","0.05","0.00",55,0,21467,0,0
501,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,21580,0,0
674,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,84769,0,0
684,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,15050,0,0
689,2,2,0,FALSE,"2025-08-16T11:30:00Z",0,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,0,0,0
502,4,5,2,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,2,0,9,"14.6","0.0","0.0","1.5",0,7,0,0,1,"0.00","0.00","0.00","1.50",50,0,2023172,0,0
503,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,20956,0,0
504,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,25695,0,0
505,4,5,2,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,5,"17.2","0.5","0.0","1.8",7,2,1,8,1,"0.00","0.00","0.00","1.50",55,0,1001005,0,0
506,4,5,2,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,12,"11.8","1.6","0.0","1.3",5,6,0,5,1,"0.00","0.02","0.02","1.50",55,0,686137,0,0
507,4,5,4,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,15,"27.2","16.1","2.0","4.5",9,8,3,12,1,"0.00","0.04","0.04","1.50",50,0,1453394,0,0
508,4,5,1,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,1,0,0,0,10,"19.0","28.8","2.0","5.0",4,2,2,6,1,"0.00","0.09","0.09","1.50",50,0,1038264,0,0
509,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4405,0,0
510,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,7673,0,0
511,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,9134,0,0
512,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,4215,0,0
513,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,18923,0,0
514,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,49986,0,0
515,4,5,5,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,83,0,1,0,1,0,0,0,0,0,0,0,23,"28.8","51.8","15.0","9.6",1,2,1,4,1,"0.38","0.28","0.66","1.50",75,0,500210,0,0
516,4,5,2,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,20,"11.8","32.3","9.0","5.3",0,0,0,0,1,"0.02","0.24","0.26","1.50",60,0,118869,0,0
517,4,5,6,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,1,0,1,0,0,0,0,0,0,1,24,"28.6","21.3","20.0","7.0",1,8,2,11,1,"0.39","0.28","0.67","1.50",55,0,664673,0,0
518,4,5,1,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,11,0,0,0,0,0,0,0,0,0,0,0,6,"5.0","0.5","4.0","1.0",1,0,2,3,0,"0.00","0.00","0.00","0.00",55,0,8787,0,0
519,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,175,0,0
520,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",50,0,219,0,0
521,4,5,2,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,90,0,0,0,1,0,0,0,0,0,0,0,11,"1.4","4.2","1.0","0.7",5,4,1,10,1,"0.02","0.01","0.03","1.50",50,0,4944,0,0
522,4,5,1,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,6,0,0,0,0,0,0,0,0,0,0,0,7,"4.6","1.6","2.0","0.8",2,3,0,5,0,"0.00","0.01","0.01","0.00",50,0,13051,0,0
523,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,16761,0,0
524,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,6596,0,0
525,4,5,13,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,78,2,0,0,1,0,0,0,0,0,0,3,58,"66.2","4.3","54.0","12.5",0,2,0,2,1,"0.95","0.01","0.96","1.50",75,0,1261678,0,0
526,4,5,1,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,11,0,0,0,0,0,0,0,0,0,0,0,2,"1.0","1.5","2.0","0.5",1,0,0,1,0,"0.00","0.00","0.00","0.00",60,0,76886,0,0
527,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",55,0,74110,0,0
669,4,5,9,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,78,1,0,0,1,0,0,0,0,0,0,2,29,"32.2","0.8","27.0","6.0",0,3,0,3,1,"0.10","0.01","0.11","1.50",60,0,27774,0,0
675,4,5,0,TRUE,"2025-08-17T13:00:00Z",3,1,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,167619,0,0
252,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,1988465,0,0
528,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",45,0,32612,0,0
529,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,47851,0,0
530,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,14855,0,0
531,5,19,17,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,1,0,1,0,0,0,0,0,0,0,3,54,"69.6","0.5","64.0","13.4",12,4,1,13,1,"0.19","0.01","0.20","0.61",45,0,20153,0,0
532,5,19,6,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,90,0,0,1,0,0,0,0,0,0,0,0,25,"15.2","15.8","2.0","3.3",4,3,2,6,1,"0.00","0.09","0.09","0.61",45,0,18175,0,0
533,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,494,0,0
534,5,19,0,TRUE,"2025-08-16T14:00:00Z",3,0,1,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",40,0,46797,0,0
