"can_transact","can_select","chance_of_playing_next_round","chance_of_playing_this_round","code","cost_change_event","cost_change_event_fall","cost_change_start","cost_change_start_fall","dreamteam_count","element_type","ep_next","ep_this","event_points","first_name","form","id","in_dreamteam","news","news_added","now_cost","photo","points_per_game","removed","second_name","selected_by_percent","special","squad_number","status","team","team_code","total_points","transfers_in","transfers_in_event","transfers_out","transfers_out_event","value_form","value_season","web_name","region","team_join_date","birth_date","has_temporary_code","opta_code","minutes","goals_scored","assists","clean_sheets","goals_conceded","own_goals","penalties_saved","penalties_missed","yellow_cards","red_cards","saves","bonus","bps","influence","creativity","threat","ict_index","clearances_blocks_interceptions","recoveries","tackles","defensive_contribution","starts","expected_goals","expected_assists","expected_goal_involvements","expected_goals_conceded","influence_rank","influence_rank_type","creativity_rank","creativity_rank_type","threat_rank","threat_rank_type","ict_index_rank","ict_index_rank_type","corners_and_indirect_freekicks_order","corners_and_indirect_freekicks_text","direct_freekicks_order","direct_freekicks_text","penalties_order","penalties_text","expected_goals_per_90","saves_per_90","expected_assists_per_90","expected_goal_involvements_per_90","expected_goals_conceded_per_90","goals_conceded_per_90","now_cost_rank","now_cost_rank_type","form_rank","form_rank_type","points_per_game_rank","points_per_game_rank_type","selected_rank","selected_rank_type","starts_per_90","clean_sheets_per_90","defensive_contribution_per_90"
TRUE,TRUE,100,75,200720,0,0,0,0,0,1,"2.3","1.7",1,"Caoimhín","1.0",101,FALSE,"","2025-08-09T14:00:04.798673Z",45,"200720.jpg","1.0",FALSE,"Kelleher","10.8",FALSE,,"a",5,94,1,8459,8459,37260,37260,"0.2","0.2","Kelleher",104,"2025-06-03","1998-11-23",FALSE,"p200720",90,0,0,0,3,0,0,0,0,0,2,0,4,"11.8","0.0","0.0","1.2",4,14,0,0,1,"0.00","0.00","0.00","1.86",123,17,383,55,335,54,204,17,,"",,"",,"",0,2,0,0,1.86,3,396,24,179,15,179,15,38,7,1,0,0
TRUE,TRUE,,,235448,0,0,0,0,0,1,"1.0","1.0",0,"Ellery","0.0",102,FALSE,"",,40,"235448.jpg","0.0",FALSE,"Balcombe","0.3",FALSE,,"a",5,94,0,1063,1063,647,647,"0.0","0.0","Balcombe",241,"2016-11-02","1999-10-15",FALSE,"p235448",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",280,38,276,22,217,21,296,38,,"",,"",,"",0,0,0,0,0,0,600,56,288,37,288,37,294,44,0,0,0
TRUE,TRUE,,,503300,0,0,0,0,0,1,"1.0","1.0",0,"Matthew","0.0",103,FALSE,"",,40,"503300.jpg","0.0",FALSE,"Cox","0.2",FALSE,,"a",5,94,0,337,337,331,331,"0.0","0.0","Cox",241,"2021-10-26","2003-05-02",FALSE,"p503300",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",319,56,316,40,260,39,335,56,,"",,"",,"",0,0,0,0,0,0,646,74,328,55,328,55,431,64,0,0,0
TRUE,TRUE,,,535017,0,0,0,0,0,1,"1.0","1.0",0,"Julian","0.0",104,FALSE,"",,40,"535017.jpg","0.0",FALSE,"Eyestone","0.1",FALSE,,"a",5,94,0,105,105,182,182,"0.0","0.0","Eyestone",229,"2024-08-08","2006-04-21",FALSE,"p535017",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",328,58,325,42,270,41,344,58,,"",,"",,"",0,0,0,0,0,0,657,76,337,57,337,57,520,74,0,0,0
TRUE,TRUE,,,507433,0,0,0,0,0,1,"1.0","1.0",0,"Hákon Rafn","0.0",105,FALSE,"",,40,"507433.jpg","0.0",FALSE,"Valdimarsson","1.0",FALSE,,"a",5,94,0,844,844,1902,1902,"0.0","0.0","Valdimarsson",99,"2024-01-26","2001-10-13",FALSE,"p507433",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",320,57,317,41,261,40,336,57,,"",,"",,"",0,0,0,0,0,0,647,75,329,56,329,56,179,23,0,0,0
TRUE,TRUE,,,432830,0,0,0,0,0,2,"2.6","2.6",0,"Nathan","0.0",106,FALSE,"",,50,"432830.jpg","0.0",FALSE,"Collins","1.7",FALSE,,"a",5,94,0,2388,2388,7084,7084,"0.0","0.0","Collins",104,"2023-07-04","2001-04-30",FALSE,"p432830",90,0,0,0,3,0,0,0,1,0,0,0,0,"9.8","0.2","5.0","1.5",5,5,0,5,1,"0.02","0.00","0.02","1.86",147,67,230,86,107,23,186,71,,"",,"",,"",0.02,0,0,0.02,1.86,3,292,50,565,207,565,207,140,50,1,0,5
TRUE,TRUE,,,249231,0,0,0,0,0,2,"2.6","2.6",1,"Keane","1.0",107,FALSE,"",,50,"249231.jpg","1.0",FALSE,"Lewis-Potter","0.4",FALSE,,"a",5,94,1,1179,1179,1603,1603,"0.2","0.2","Lewis-Potter",241,"2022-07-12","2001-02-22",FALSE,"p249231",68,0,0,0,3,0,0,0,0,0,0,0,-8,"5.4","4.5","7.0","1.7",3,2,2,5,1,"0.12","0.00","0.12","1.86",173,75,117,36,88,17,170,62,,"",4,"",,"",0.16,0,0,0.16,2.46,3.97,286,49,206,74,206,74,267,98,1.32,0,6.62
TRUE,TRUE,,,191866,0,0,0,0,0,2,"1.9","1.9",0,"Kristoffer","0.0",108,FALSE,"",,45,"191866.jpg","0.0",FALSE,"Ajer","0.2",FALSE,,"a",5,94,0,489,489,847,847,"0.0","0.0","Ajer",161,"2021-07-21","1998-04-17",FALSE,"p191866",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",382,173,381,174,332,149,398,175,,"",,"",,"",0,0,0,0,0,0,391,85,392,163,392,163,377,138,0,0,0
TRUE,TRUE,,,194010,0,0,0,0,0,2,"1.9","1.9",1,"Rico","1.0",109,FALSE,"",,45,"194010.jpg","1.0",FALSE,"Henry","0.2",FALSE,,"a",5,94,1,466,466,533,533,"0.2","0.2","Henry",241,"2016-08-31","1997-07-08",FALSE,"p194010",87,0,0,0,3,0,0,0,0,0,0,0,1,"8.6","11.5","6.0","2.6",2,2,1,3,1,"0.00","0.04","0.04","1.86",154,70,84,24,95,19,123,39,,"",,"",,"",0,0,0.04,0.04,1.92,3.1,393,87,178,60,178,60,415,161,1.03,0,3.1
TRUE,TRUE,,,607464,0,0,0,0,0,2,"1.9","1.9",1,"Michael","1.0",110,FALSE,"",,45,"607464.jpg","1.0",FALSE,"Kayode","0.2",FALSE,,"a",5,94,1,525,525,647,647,"0.2","0.2","Kayode",106,"2025-07-01","2004-07-10",FALSE,"p607464",90,0,0,0,3,0,0,0,0,0,0,0,3,"17.8","20.5","0.0","3.8",4,2,2,6,1,"0.00","0.08","0.08","1.86",81,32,40,9,470,189,81,21,,"",,"",,"",0,0,0.08,0.08,1.86,3,552,144,196,70,196,70,389,144,1,0,6
TRUE,TRUE,75,,231065,0,0,0,0,0,2,"1.4","1.9",0,"Ethan","0.0",111,FALSE,"Knock - 75% chance of playing","2025-08-18T08:00:05.393517Z",45,"231065.jpg","0.0",FALSE,"Pinnock","0.2",FALSE,,"d",5,94,0,505,505,1172,1172,"0.0","0.0","Pinnock",107,"2019-07-02","1993-05-29",FALSE,"p231065",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",396,183,396,184,351,162,412,185,,"",,"",,"",0,0,0,0,0,0,417,105,407,174,407,174,342,122,0,0,0
TRUE,TRUE,,,226956,0,0,0,0,0,2,"1.9","1.9",0,"Mads","0.0",112,FALSE,"",,45,"226956.jpg","0.0",FALSE,"Roerslev Rasmussen","0.0",FALSE,,"a",5,94,0,68,68,238,238,"0.0","0.0","Roerslev",58,"2019-10-27","1999-06-24",FALSE,"p226956",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",394,182,394,183,348,161,410,184,,"",,"",,"",0,0,0,0,0,0,414,104,405,173,405,173,572,208,0,0,0
TRUE,TRUE,,,444765,0,0,0,0,0,2,"1.9","1.9",3,"Sepp","3.0",113,FALSE,"",,45,"444765.jpg","3.0",FALSE,"van den Berg","0.4",FALSE,,"a",5,94,3,1561,1561,1289,1289,"0.7","0.7","Van den Berg",152,"2024-08-22","2001-12-20",FALSE,"p444765",90,0,0,0,3,0,0,0,0,0,0,0,6,"34.4","0.6","24.0","5.9",12,4,2,14,1,"0.21","0.00","0.21","1.86",21,5,200,72,32,5,36,7,,"",,"",,"",0.21,0,0,0.21,1.86,3,441,120,86,37,86,37,270,100,1,0,14
TRUE,TRUE,,,622536,0,0,0,0,0,2,"1.0","1.0",0,"Benjamin","0.0",114,FALSE,"",,40,"622536.jpg","0.0",FALSE,"Arthur","0.3",FALSE,,"a",5,94,0,814,814,1066,1066,"0.0","0.0","Arthur",241,"2024-03-08","2005-10-09",FALSE,"p622536",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",358,159,355,160,300,129,374,161,,"",,"",,"",0,0,0,0,0,0,688,226,367,149,367,149,303,114,0,0,0
TRUE,TRUE,,,612534,0,0,0,0,0,2,"1.0","1.0",0,"Benjamin","0.0",115,FALSE,"",,40,"612534.jpg","0.0",FALSE,"Fredrick","0.2",FALSE,,"a",5,94,0,284,284,596,596,"0.0","0.0","Fredrick",,,,FALSE,"p612534",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",357,158,354,159,299,128,373,160,,"",,"",,"",0,0,0,0,0,0,687,225,366,148,366,148,405,154,0,0,0
TRUE,TRUE,,,472713,0,0,0,0,0,2,"1.0","1.0",0,"Aaron","0.0",116,FALSE,"",,40,"472713.jpg","0.0",FALSE,"Hickey","0.5",FALSE,,"a",5,94,0,807,807,1363,1363,"0.0","0.0","Hickey",243,"2022-07-09","2002-06-10",FALSE,"p472713",2,0,0,0,0,0,0,0,1,0,0,0,1,"2.0","0.0","0.0","0.2",1,0,1,2,0,"0.00","0.00","0.00","0.00",221,87,299,120,243,88,252,90,,"",,"",,"",0,0,0,0,0,0,626,180,311,109,311,109,254,95,0,0,90
TRUE,TRUE,,,570241,0,0,0,0,0,2,"1.0","1.0",0,"Kim","0.0",117,FALSE,"",,40,"570241.jpg","0.0",FALSE,"Ji-soo","0.2",FALSE,,"a",5,94,0,185,185,571,571,"0.0","0.0","Ji-soo",114,"2023-07-20","2004-12-24",FALSE,"p570241",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",342,145,339,146,284,115,358,147,,"",,"",,"",0,0,0,0,0,0,671,211,351,135,351,135,406,155,0,0,0
TRUE,TRUE,,,499717,0,0,0,0,0,2,"1.0","1.0",0,"Jayden","0.0",118,FALSE,"",,40,"499717.jpg","0.0",FALSE,"Meghoma","0.2",FALSE,,"a",5,94,0,202,202,543,543,"0.0","0.0","Meghoma",241,"2024-08-30","2006-06-28",FALSE,"p499717",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",318,127,315,128,259,96,334,129,,"",,"",,"",0,0,0,0,0,0,645,191,327,117,327,117,428,166,0,0,0
TRUE,TRUE,100,75,513418,0,0,0,0,0,3,"2.3","1.8",1,"Kevin","1.0",120,FALSE,"","2025-08-09T14:00:04.851048Z",70,"513418.jpg","1.0",FALSE,"Schade","0.3",FALSE,,"a",5,94,1,211,211,2478,2478,"0.1","0.1","Schade",80,"2023-07-01","2001-11-27",FALSE,"p513418",45,0,0,0,0,0,0,0,0,0,0,0,1,"4.6","0.9","6.0","1.2",2,3,2,7,0,"0.00","0.04","0.04","0.37",186,76,188,104,103,60,208,98,,"",,"",,"",0,0,0.08,0.08,0.74,0,43,29,246,127,246,127,321,105,0,0,14
TRUE,TRUE,,,440089,0,0,0,0,0,3,"2.1","2.1",0,"Mikkel","0.0",121,FALSE,"",,60,"440089.jpg","0.0",FALSE,"Damsgaard","1.0",FALSE,,"a",5,94,0,1079,1079,10233,10233,"0.0","0.0","Damsgaard",58,"2022-08-10","2000-07-03",FALSE,"p440089",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",656,287,664,291,660,289,663,290,2,"",3,"",,"",0,0,0,0,0,0,101,71,661,290,661,290,178,59,0,0,0
TRUE,TRUE,,,543295,0,0,0,0,0,3,"2.0","2.0",1,"Antoni","1.0",122,FALSE,"",,55,"543295.jpg","1.0",FALSE,"Milambo","0.1",FALSE,,"a",5,94,1,204,204,473,473,"0.2","0.2","Milambo",152,"2025-07-03","2005-04-03",FALSE,"p543295",45,0,0,0,3,0,0,0,0,0,0,0,5,"4.0","1.8","0.0","0.6",0,2,2,4,1,"0.00","0.01","0.01","1.49",192,81,155,93,646,278,228,108,,"",,"",,"",0,0,0.02,0.02,2.98,6,204,131,226,114,226,114,546,207,2,0,8
TRUE,TRUE,,,244858,0,0,0,0,0,3,"1.5","1.5",2,"Fábio","2.0",123,FALSE,"",,50,"244858.jpg","2.0",FALSE,"Freitas Gouveia Carvalho","0.3",FALSE,,"a",5,94,2,1099,1099,1852,1852,"0.4","0.4","Carvalho",173,"2024-08-12","2002-08-30",FALSE,"p244858",90,0,0,0,3,0,0,0,0,0,0,0,7,"5.4","5.0","3.0","1.3",0,4,3,7,1,"0.03","0.03","0.06","1.86",172,69,114,71,131,74,198,92,,"",,"",,"",0.03,0,0.03,0.06,1.86,3,283,176,136,69,136,69,308,99,1,0,7
TRUE,TRUE,,,56979,0,0,0,0,0,3,"1.5","1.5",1,"Jordan","1.0",124,FALSE,"",,50,"56979.jpg","1.0",FALSE,"Henderson","0.3",FALSE,,"a",5,94,1,901,901,1951,1951,"0.2","0.2","Henderson",241,"2025-07-15","1990-06-17",FALSE,"p56979",21,0,0,0,0,0,0,0,0,0,0,0,2,"0.0","1.1","0.0","0.1",0,3,0,3,0,"0.00","0.00","0.00","0.00",513,194,181,102,481,179,256,120,,"",,"",,"",0,0,0,0,0,0,215,138,199,96,199,96,313,102,0,0,12.86
TRUE,TRUE,0,0,204580,0,0,0,0,0,3,"0.0","0.0",0,"Vitaly","0.0",125,FALSE,"Heel Injury - Unknown return date","2025-08-09T14:00:04.867824Z",50,"204580.jpg","0.0",FALSE,"Janelt","0.0",FALSE,,"i",5,94,0,14,14,320,320,"0.0","0.0","Janelt",80,"2020-10-03","1998-05-10",FALSE,"p204580",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",533,207,539,214,512,196,547,214,,"",,"",,"",0,0,0,0,0,0,254,160,543,215,543,215,653,285,0,0,0
TRUE,TRUE,,,207283,0,0,0,0,0,3,"1.5","1.5",2,"Mathias","2.0",126,FALSE,"",,50,"207283.jpg","2.0",FALSE,"Jensen","0.1",FALSE,,"a",5,94,2,183,183,469,469,"0.4","0.4","Jensen",58,"2019-07-10","1996-01-01",FALSE,"p207283",68,0,0,0,3,0,0,0,0,0,0,0,10,"9.0","25.4","8.0","4.2",2,1,2,5,1,"0.13","0.03","0.16","1.86",153,55,26,21,79,46,75,43,3,"",,"",,"",0.17,0,0.04,0.21,2.46,3.97,258,163,132,65,132,65,503,177,1.32,0,6.62
TRUE,TRUE,0,0,626464,0,0,0,0,0,3,"0.0","0.0",0,"Gustavo","0.0",127,FALSE,"Hamstring injury - Unknown return date","2025-08-09T14:00:04.884092Z",50,"626464.jpg","0.0",FALSE,"Nunes Fernandes Gomes","0.0",FALSE,,"i",5,94,0,14,14,180,180,"0.0","0.0","Nunes",30,"2024-08-28","2005-11-20",FALSE,"p626464",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",597,249,601,253,582,241,606,253,,"",,"",,"",0,0,0,0,0,0,353,224,604,254,604,254,664,292,0,0,0
TRUE,TRUE,,,428580,0,0,0,0,0,3,"1.5","1.5",4,"Frank","4.0",128,FALSE,"",,50,"428580.jpg","4.0",FALSE,"Onyeka","0.0",FALSE,,"a",5,94,4,357,357,265,265,"0.8","0.8","Onyeka",157,"2021-07-20","1998-01-01",FALSE,"p428580",21,0,1,0,0,0,0,0,0,0,0,0,9,"0.0","0.1","2.0","0.1",0,1,0,1,0,"0.00","0.00","0.00","0.00",554,220,235,123,151,82,257,121,,"",,"",,"",0,0,0,0,0,0,289,181,81,30,81,30,574,223,0,0,4.29
TRUE,TRUE,,,508395,0,0,0,0,0,3,"1.5","1.5",2,"Yehor","2.0",129,FALSE,"",,50,"508395.jpg","2.0",FALSE,"Yarmoliuk","0.0",FALSE,,"a",5,94,2,82,82,259,259,"0.4","0.4","Yarmoliuk",225,"2022-10-28","2004-03-01",FALSE,"p508395",90,0,0,0,3,0,0,0,0,0,0,0,10,"3.6","10.8","7.0","2.1",0,9,0,9,1,"0.08","0.01","0.09","1.86",197,84,95,61,89,52,151,71,,"",,"",,"",0.08,0,0.01,0.09,1.86,3,331,206,141,72,141,72,579,227,1,0,9
TRUE,TRUE,,,606689,0,0,0,0,0,3,"1.0","1.0",0,"Romelle","0.0",130,FALSE,"",,45,"606689.jpg","0.0",FALSE,"Donovan","0.1",FALSE,,"a",5,94,0,491,491,655,655,"0.0","0.0","Donovan",241,"2025-07-01","2006-11-30",FALSE,"p606689",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",500,183,504,192,467,168,515,191,,"",,"",,"",0,0,0,0,0,0,549,299,514,195,514,195,469,156,0,0,0
TRUE,TRUE,,,628204,0,0,0,0,0,3,"1.0","1.0",0,"Yunus Emre","0.0",131,FALSE,"",,45,"628204.jpg","0.0",FALSE,"Konak","0.2",FALSE,,"a",5,94,0,242,242,837,837,"0.0","0.0","Konak",219,"2024-01-11","2006-01-10",FALSE,"p628204",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",510,192,514,201,478,177,525,200,,"",,"",,"",0,0,0,0,0,0,561,308,523,203,523,203,386,128,0,0,0
TRUE,TRUE,0,0,220695,0,0,0,0,0,3,"0.0","0.0",0,"Paris","0.0",132,FALSE,"Unknown - Unknown return date","2025-08-14T16:00:05.924672Z",45,"220695.jpg","0.0",FALSE,"Maghoma","0.0",FALSE,,"i",5,94,0,23,23,421,421,"0.0","0.0","Maghoma",241,"2020-08-01","2001-05-08",FALSE,"p220695",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",390,121,390,129,344,104,406,129,,"",,"",,"",0,0,0,0,0,0,408,231,401,133,401,133,634,273,0,0,0
TRUE,TRUE,,,450539,0,0,0,0,0,3,"1.0","1.0",0,"Myles","0.0",133,FALSE,"",,45,"450539.jpg","0.0",FALSE,"Peart-Harris","0.0",FALSE,,"a",5,94,0,157,157,265,265,"0.0","0.0","Peart-Harris",241,"2021-07-23","2002-09-18",FALSE,"p450539",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",417,129,416,137,375,114,432,137,,"",,"",,"",0,0,0,0,0,0,445,241,429,141,429,141,592,238,0,0,0
TRUE,FALSE,0,0,591357,0,0,0,0,0,3,"0.0","0.0",0,"Ryan","0.0",134,FALSE,"Has joined Wigan on loan for the rest of the season","2025-08-11T01:07:54.335986Z",45,"591357.jpg","0.0",FALSE,"Trevitt","0.0",FALSE,,"u",5,94,0,0,0,159,159,"0.0","0.0","Trevitt",241,"2024-01-08","2003-03-12",FALSE,"p591357",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",494,179,498,188,461,164,509,187,,"",,"",,"",0,0,0,0,0,0,542,295,508,191,508,191,660,289,0,0,0
TRUE,TRUE,0,0,216646,0,0,0,0,0,4,"0.0","0.0",0,"Yoane","0.0",135,FALSE,"Won’t be considered for selection against Nottingham Forest on 17/8. - Unknown return date","2025-08-14T16:00:05.941925Z",75,"216646.jpg","0.0",FALSE,"Wissa","2.3",FALSE,,"n",5,94,0,2528,2528,44603,44603,"0.0","0.0","Wissa",50,"2021-08-10","1996-09-03",FALSE,"p216646",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",683,70,686,72,686,72,686,72,,"",,"",4,"",0,0,0,0,0,0,21,9,685,72,685,72,114,22,0,0,0
TRUE,TRUE,,,502500,0,0,0,0,0,4,"2.0","2.0",6,"Igor Thiago","6.0",136,FALSE,"",,60,"502500.jpg","6.0",FALSE,"Nascimento Rodrigues","0.9",FALSE,,"a",5,94,6,6207,6207,3920,3920,"1.0","1.0","Thiago",30,"2024-07-01","2001-06-26",FALSE,"p502500",90,1,0,0,3,0,0,0,0,0,0,0,17,"36.4","10.7","22.0","6.9",1,0,1,2,1,"0.91","0.01","0.92","1.86",18,5,97,7,36,12,27,6,,"",,"",,"",0.91,0,0.01,0.92,1.86,3,111,28,58,7,58,7,189,32,1,0,2
TRUE,TRUE,,,533710,0,0,0,0,0,4,"1.0","1.0",0,"Iwan","0.0",137,FALSE,"",,45,"533710.jpg","0.0",FALSE,"Morgan","0.5",FALSE,,"a",5,94,0,1928,1928,2614,2614,"0.0","0.0","Morgan",,,,FALSE,"p533710",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",456,28,460,32,422,34,471,34,,"",,"",,"",0,0,0,0,0,0,501,60,471,36,471,36,255,43,0,0,0
TRUE,TRUE,,,49262,0,0,0,0,0,1,"2.3","2.3",0,"Jason","0.0",138,FALSE,"",,45,"49262.jpg","0.0",FALSE,"Steele","0.5",FALSE,,"a",6,36,0,777,777,2461,2461,"0.0","0.0","Steele",241,"2018-07-01","1990-08-18",FALSE,"p49262",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",362,64,359,48,304,47,378,64,,"",,"",,"",0,0,0,0,0,0,358,17,371,63,371,63,245,35,0,0,0
TRUE,TRUE,,,489639,0,0,0,0,0,1,"2.3","2.3",2,"Bart","2.0",139,FALSE,"",,45,"489639.jpg","2.0",FALSE,"Verbruggen","7.8",FALSE,,"a",6,36,2,15210,15210,18763,18763,"0.4","0.4","Verbruggen",152,"2023-07-03","2002-08-18",FALSE,"p489639",90,0,0,0,1,0,0,0,0,0,1,0,9,"14.4","0.0","0.0","1.4",1,7,0,0,1,"0.00","0.00","0.00","0.69",102,14,429,63,390,62,191,14,,"",,"",,"",0,1,0,0,0.69,1,463,32,125,12,125,12,56,8,1,0,0
TRUE,TRUE,,,209288,0,0,0,0,0,1,"1.0","1.0",0,"Tom","0.0",140,FALSE,"",,40,"209288.jpg","0.0",FALSE,"McGill","0.4",FALSE,,"a",6,36,0,974,974,926,926,"0.0","0.0","McGill",39,"2021-02-02","2000-03-25",FALSE,"p209288",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",271,35,267,19,208,18,287,35,,"",,"",,"",0,0,0,0,0,0,591,53,279,34,279,34,273,39,0,0,0
TRUE,FALSE,0,0,472739,0,0,0,0,0,1,"0.0","0.0",0,"Carl","0.0",141,FALSE,"Has joined Coventry City on loan for the rest of the season.","2025-07-25T14:54:18.206318Z",40,"472739.jpg","0.0",FALSE,"Rushworth","0.0",FALSE,,"u",6,36,0,0,0,43,43,"0.0","0.0","Rushworth",241,"2023-07-01","2001-07-02",FALSE,"p472739",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",303,48,300,32,244,31,319,48,,"",,"",,"",0,0,0,0,0,0,627,66,312,47,312,47,680,79,0,0,0
TRUE,FALSE,0,0,240514,0,0,0,0,0,1,"0.0","0.0",0,"Kjell","0.0",142,FALSE,"Has joined Union SG permanently","2025-07-25T14:53:26.961790Z",40,"240514.jpg","0.0",FALSE,"Scherpen","0.0",FALSE,,"u",6,36,0,0,0,37,37,"0.0","0.0","Scherpen",152,"2021-07-16","2000-01-23",FALSE,"p240514",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",281,39,277,23,218,22,297,39,,"",,"",,"",0,0,0,0,0,0,601,57,289,38,289,38,684,81,0,0,0
TRUE,TRUE,,,204120,0,0,0,0,0,2,"1.9","1.9",0,"Olivier","0.0",143,FALSE,"",,45,"204120.jpg","0.0",FALSE,"Boscagli","0.1",FALSE,,"a",6,36,0,372,372,899,899,"0.0","0.0","Boscagli",73,"2025-07-02","1997-11-18",FALSE,"p204120",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",385,175,385,176,337,152,401,177,,"",,"",,"",0,0,0,0,0,0,398,90,395,165,395,165,462,179,0,0,0
TRUE,TRUE,,,550090,0,0,0,0,0,2,"1.9","1.9",0,"Diego","0.0",144,FALSE,"",,45,"550090.jpg","0.0",FALSE,"Coppola","0.1",FALSE,,"a",6,36,0,99,99,448,448,"0.0","0.0","Coppola",106,"2025-06-17","2003-12-28",FALSE,"p550090",0,0,0,0,0,0,0,0,0,0,0,0,0,"0.0","0.0","0.0","0.0",0,0,0,0,0,"0.00","0.00","0.00","0.00",466,200,470,200,432,185,481,201,,"",,"",,"",0,0,0,0,0,0,512,139,481,195,481,195,525,197,0,0,0
TRUE,TRUE,,,465730,0,0,0,0,0,2,"1.9","1.9",2,"Maxim","2.0",145,FALSE,"",,45,"465730.jpg","2.0",FALSE,"De Cuyper","6.3",FALSE,,"a",6,36,2,13303,13303,14917,14917,"0.4","0.4","De Cuyper",21,"2025-07-05","2000-12-22",FALSE,"p465730",90,0,0,0,1,0,0,0,0,0,0,0,5,"15.0","26.7","4.0","4.6",3,3,1,4,1,"0.00","0.09","0.09","0.69",96,41,24,5,115,28,65,14,,"",,"",,"",0,0,0.09,0.09,0.69,1,453,123,123,45,123,45,66,25,1,0,4
TRUE,TRUE,,,83299,0,0,0,0,0,2,"1.9","1.9",2,"Lewis","2.0",146,FALSE,"",,45,"83299.jpg","2.0",FALSE,"Dunk","1.3",FALSE,,"a",6,36,2,5687,5687,3235,3235,"0.4","0.4","Dunk",241,"2009-07-01","1991-11-21",FALSE,"p83299",90,0,0,0,1,0,0,0,0,0,0,0,16,"16.6","1.8","7.0","2.5",7,3,1,8,1,"0.09","0.00","0.09","0.69",87,36,154,48,87,16,128,42,,"",,"",,"",0.09,0,0,0.09,0.69,1,364,66,116,39,116,39,159,58,1,0,8
